Seconds since Launch,Total Requests,Requests Per Sec,Requests Okay,Requests Relayed,Requests Error
317.17282152175903,808899,2981.0,718707,0,90192
319.1765079498291,814799,2950.0,723948,0,90851
321.1807527542114,820745,2973.0,729188,0,91557
323.1826813220978,826401,2828.0,734224,0,92177
325.1982173919678,832337,2968.0,739547,0,92790
327.2012438774109,838260,2961.5,744848,0,93412
329.2058913707733,844236,2988.0,750147,0,94089
331.21718740463257,850414,3089.0,755641,0,94773
333.21735095977783,856292,2939.0,760861,0,95431
335.2239968776703,862202,2955.0,766117,0,96085
337.22598361968994,868172,2985.0,771406,0,96766
339.2304849624634,874127,2977.5,776701,0,97426
341.24052143096924,879946,2909.5,781864,0,98082
343.2430739402771,886099,3076.5,787340,0,98759
345.2439341545105,892207,3054.0,792775,0,99432
347.2596800327301,898261,3027.0,798141,0,100120
349.259708404541,904195,2967.0,803425,0,100770
351.2744345664978,910220,3012.5,808783,0,101437
353.2800347805023,916310,3045.0,814231,0,102079
355.2889549732208,922113,2901.5,819366,0,102747
357.2901756763458,927799,2843.0,824458,0,103341
359.2920506000519,933689,2945.0,829704,0,103985
361.29205799102783,939740,3025.5,835047,0,104693
363.29325008392334,945651,2955.5,840296,0,105355
365.3080599308014,951552,2950.5,845535,0,106017
367.31072187423706,957617,3032.5,850952,0,106665
369.31597232818604,963754,3068.5,856438,0,107316
371.3204197883606,969475,2860.5,861495,0,107980
373.3305687904358,975527,3026.0,866867,0,108660
375.3348777294159,981582,3027.5,872276,0,109306
377.3362560272217,987547,2982.5,877577,0,109970
379.34633207321167,993542,2997.5,882880,0,110662
381.35693097114563,999474,2966.0,888142,0,111332
383.36550092697144,1005245,2885.5,893249,0,111996
385.37948536872864,1011099,2927.0,898454,0,112645
387.38217091560364,1016813,2857.0,903553,0,113260
389.3926475048065,1022757,2972.0,908848,0,113909
391.3930592536926,1028822,3032.5,914245,0,114577
393.40033888816833,1034768,2973.0,919519,0,115249
395.40622067451477,1040774,3003.0,924844,0,115930
397.41851687431335,1046833,3029.5,930201,0,116632
399.4211905002594,1052964,3065.5,935672,0,117292
401.424923658371,1059134,3085.0,941141,0,117993
403.43214082717896,1065062,2964.0,946409,0,118653
405.4355812072754,1071061,2999.5,951726,0,119335
407.44898557662964,1076993,2966.0,956997,0,119996
409.4522292613983,1083100,3053.5,962408,0,120692
411.467120885849,1089232,3066.0,967845,0,121387
413.46925020217896,1095710,3239.0,973590,0,122120
415.4833126068115,1101990,3140.0,979185,0,122805
417.4928889274597,1108216,3113.0,984722,0,123494
419.4947192668915,1114225,3004.5,990052,0,124173
421.4948537349701,1120276,3025.5,995491,0,124785
423.4974706172943,1126417,3070.5,1000927,0,125490
425.49935936927795,1132576,3079.5,1006438,0,126138
427.51380801200867,1138646,3035.0,1011841,0,126805
429.5214841365814,1145346,3350.0,1017786,0,127560
431.5252995491028,1151449,3051.5,1023257,0,128192
433.53147172927856,1157550,3050.5,1028662,0,128888
435.5356934070587,1163714,3082.0,1034101,0,129613
437.54008388519287,1169743,3014.5,1039477,0,130266
439.5496253967285,1175875,3066.0,1044938,0,130937
441.5611662864685,1182133,3129.0,1050464,0,131669
443.56502199172974,1188225,3046.0,1055899,0,132326
445.5781829357147,1194247,3011.0,1061227,0,133020
447.578462600708,1200219,2986.0,1066535,0,133684
449.58581018447876,1206493,3137.0,1072120,0,134373
451.59248638153076,1212508,3007.5,1077533,0,134975
453.60481572151184,1218541,3016.5,1082851,0,135690
455.6051642894745,1224674,3066.5,1088319,0,136355
457.6161103248596,1230604,2965.0,1093592,0,137012
459.6315836906433,1235842,2619.0,1098258,0,137584
461.634081363678,1241792,2975.0,1103578,0,138214
463.6429808139801,1247774,2991.0,1108912,0,138862
465.64334750175476,1253847,3036.5,1114299,0,139548
467.6545407772064,1259766,2959.5,1119593,0,140173
469.65524649620056,1265640,2937.0,1124843,0,140797
471.6596882343292,1271722,3041.0,1130268,0,141454
473.65974593162537,1277690,2984.0,1135556,0,142134
475.66058897972107,1283535,2922.5,1140747,0,142788
477.66879296302795,1289529,2997.0,1146072,0,143457
479.68440103530884,1295524,2997.5,1151356,0,144168
481.68440318107605,1301560,3018.0,1156733,0,144827
483.68556785583496,1308118,3279.0,1162567,0,145551
485.70135402679443,1315007,3444.5,1168704,0,146303
487.7167284488678,1321136,3064.5,1174105,0,147031
489.7169578075409,1327206,3035.0,1179510,0,147696
491.7233407497406,1333106,2950.0,1184731,0,148375
493.7234146595001,1338921,2907.5,1189895,0,149026
495.72539234161377,1344905,2992.0,1195193,0,149712
497.7276017665863,1351019,3057.0,1200618,0,150401
