Seconds since Launch,Total Requests,Requests Per Sec,Requests Okay,Requests Relayed,Requests Error
2.0142769813537598,0,0.0,0,0,0
4.029176950454712,2,1.0,2,0,0
6.039527416229248,188,93.0,173,0,15
8.042561531066895,554,183.0,497,0,57
10.053062200546265,1121,283.5,1001,0,120
12.065200090408325,1856,367.5,1658,0,198
14.080886363983154,2735,439.5,2452,0,283
16.091595888137817,3789,527.0,3376,0,413
18.099056482315063,5086,648.5,4514,0,572
20.110190868377686,6556,735.0,5805,0,751
22.117892026901245,8128,786.0,7223,0,905
24.125524282455444,9776,824.0,8712,0,1064
26.141108751296997,11492,858.0,10233,0,1259
28.144496202468872,13326,917.0,11874,0,1452
30.144504070281982,15225,949.5,13599,0,1626
32.153815507888794,17117,946.0,15304,0,1813
34.16955327987671,19124,1003.5,17108,0,2016
36.1695671081543,21457,1166.5,19256,0,2201
38.175241470336914,23893,1218.0,21524,0,2369
40.19078207015991,26545,1326.0,24000,0,2545
42.20645785331726,29452,1453.5,26740,0,2712
44.222071409225464,32436,1492.0,29569,0,2867
46.22835183143616,35495,1529.5,32463,0,3032
48.22848320007324,38633,1569.0,35422,0,3211
50.244009017944336,41838,1602.5,38475,0,3363
52.24488067626953,45268,1715.0,41726,0,3542
54.260502099990845,48730,1731.0,44998,0,3732
56.2750039100647,52331,1800.5,48410,0,3921
58.29057788848877,56143,1906.0,52041,0,4102
60.290916442871094,59947,1902.0,55666,0,4281
62.29140782356262,63900,1976.5,59450,0,4450
64.29278874397278,67853,1976.5,63273,0,4580
66.2928421497345,71979,2063.0,67231,0,4748
68.30867791175842,76161,2091.0,71250,0,4911
70.32429695129395,80400,2119.5,75334,0,5066
72.32435870170593,84911,2255.5,79654,0,5257
74.3252067565918,89589,2339.0,84164,0,5425
76.32658314704895,94221,2316.0,88627,0,5594
78.32931518554688,98727,2253.0,92984,0,5743
80.33402276039124,103509,2391.0,97625,0,5884
82.33403372764587,108424,2457.5,102384,0,6040
84.34964752197266,113493,2534.5,107301,0,6192
86.3496642112732,118529,2518.0,112172,0,6357
88.36404705047607,123526,2498.5,117027,0,6499
90.36417555809021,128444,2459.0,121789,0,6655
92.36420321464539,133515,2535.5,126719,0,6796
94.37980008125305,138596,2540.5,131630,0,6966
96.38092756271362,144209,2806.5,137102,0,7107
98.38617634773254,150480,3135.5,143187,0,7293
100.38643145561218,156597,3058.5,149138,0,7459
102.3865578174591,162772,3087.5,155153,0,7619
104.4021828174591,169102,3165.0,161313,0,7789
106.41780853271484,175363,3130.5,167422,0,7941
108.42636466026306,181412,3024.5,173312,0,8100
110.4263858795166,187593,3090.5,179320,0,8273
112.42638731002808,193836,3121.5,185374,0,8462
114.44206809997559,200148,3156.0,191509,0,8639
116.44214963912964,206325,3088.5,197532,0,8793
118.44305181503296,212367,3021.0,203396,0,8971
120.44306087493896,218500,3066.5,209376,0,9124
122.45249032974243,224823,3161.5,215527,0,9296
124.46701550483704,230712,2944.5,221258,0,9454
126.46773386001587,236813,3050.5,227192,0,9621
128.480943441391,243018,3102.5,233233,0,9785
130.49472999572754,249328,3155.0,239375,0,9953
132.50132846832275,255604,3138.0,245478,0,10126
134.50588417053223,261825,3110.5,251535,0,10290
136.506573677063,268008,3091.5,257556,0,10452
138.52218389511108,274204,3098.0,263568,0,10636
140.52220106124878,280528,3162.0,269730,0,10798
142.52230978012085,286639,3055.5,275663,0,10976
144.53793382644653,292887,3124.0,281750,0,11137
146.54702997207642,299165,3139.0,287852,0,11313
148.54842329025269,305269,3052.0,293811,0,11458
150.55662512779236,311491,3111.0,299861,0,11630
152.5612211227417,317669,3089.0,305876,0,11793
154.57125329971313,324037,3184.0,312073,0,11964
156.57335019111633,330082,3022.5,317958,0,12124
158.5836420059204,336134,3026.0,323849,0,12285
160.59889674186707,342353,3109.5,329904,0,12449
162.61386394500732,348608,3127.5,335997,0,12611
164.61856150627136,354761,3076.5,341981,0,12780
166.63216185569763,360943,3091.0,348001,0,12942
168.64215469360352,367193,3125.0,354088,0,13105
170.65574502944946,373322,3064.5,360033,0,13289
172.67772436141968,379333,3005.5,365909,0,13424
174.68559551239014,385571,3119.0,371976,0,13595
176.69979095458984,391806,3117.5,378050,0,13756
178.71035313606262,398026,3110.0,384128,0,13898
180.7145597934723,404142,3058.0,390080,0,14062
182.71485948562622,410346,3102.0,396128,0,14218
184.71767616271973,416279,2966.5,401920,0,14359
186.7300844192505,422463,3092.0,407912,0,14551
188.74217820167542,428675,3106.0,413950,0,14725
190.746155500412,434876,3100.5,419986,0,14890
192.7617793083191,441135,3129.5,426080,0,15055
194.77453184127808,447452,3158.5,432231,0,15221
196.7786214351654,453615,3081.5,438221,0,15394
198.7786431312561,459770,3077.5,444214,0,15556
200.78973579406738,465828,3029.0,450145,0,15683
202.7902708053589,472151,3161.5,456304,0,15847
204.79832792282104,478389,3119.0,462386,0,16003
206.7994544506073,484491,3051.0,468331,0,16160
208.80202722549438,490743,3126.0,474407,0,16336
210.80423307418823,496999,3128.0,480492,0,16507
212.80883049964905,503210,3105.5,486551,0,16659
214.81500029563904,509437,3113.5,492603,0,16834
216.81501936912537,515587,3075.0,498613,0,16974
218.81865334510803,521559,2986.0,504436,0,17123
220.8340516090393,527645,3043.0,510348,0,17297
222.83763813972473,533688,3021.5,516216,0,17472
224.8470709323883,539656,2984.0,522000,0,17656
226.85808849334717,545700,3022.0,527884,0,17816
228.8584635257721,551922,3111.0,533943,0,17979
230.8584907054901,557882,2980.0,539755,0,18127
232.86397123336792,563745,2931.5,545471,0,18274
234.86427974700928,569778,3016.5,551359,0,18419
236.87170124053955,575971,3096.5,557408,0,18563
238.8752670288086,581950,2989.5,563215,0,18735
240.8752679824829,588032,3041.0,569156,0,18876
242.89098691940308,594112,3040.0,575093,0,19019
244.892893075943,599937,2912.5,580766,0,19171
246.89712500572205,606051,3057.0,586719,0,19332
248.9120934009552,612229,3089.0,592743,0,19486
250.92770051956177,618390,3080.5,598755,0,19635
252.9290566444397,624422,3016.0,604639,0,19783
