Seconds since Launch,Total Requests,Requests Per Sec,Requests Okay,Requests Relayed,Requests Error
2.0081117153167725,0,0.0,0,0,0
4.009384393692017,0,0.0,0,0,0
6.016344785690308,0,0.0,0,0,0
8.018943786621094,0,0.0,0,0,0
10.020354747772217,0,0.0,0,0,0
12.027337789535522,0,0.0,0,0,0
14.034056186676025,0,0.0,0,0,0
16.043004035949707,0,0.0,0,0,0
18.04723620414734,0,0.0,0,0,0
20.049479007720947,0,0.0,0,0,0
22.05696749687195,0,0.0,0,0,0
24.05708146095276,0,0.0,0,0,0
26.05814003944397,0,0.0,0,0,0
28.073862552642822,0,0.0,0,0,0
30.078583478927612,0,0.0,0,0,0
32.08677864074707,0,0.0,0,0,0
34.096197843551636,0,0.0,0,0,0
36.1060311794281,0,0.0,0,0,0
38.11739540100098,0,0.0,0,0,0
40.130996227264404,0,0.0,0,0,0
42.13779044151306,0,0.0,0,0,0
44.141337156295776,0,0.0,0,0,0
46.14822864532471,0,0.0,0,0,0
48.155142307281494,0,0.0,0,0,0
50.16840124130249,0,0.0,0,0,0
52.17089104652405,0,0.0,0,0,0
54.17549514770508,0,0.0,0,0,0
56.18961763381958,0,0.0,0,0,0
58.20236563682556,0,0.0,0,0,0
60.205185413360596,0,0.0,0,0,0
62.220810890197754,0,0.0,0,0,0
64.23215365409851,0,0.0,0,0,0
66.24510478973389,92,46.0,80,0,12
68.2456567287445,377,142.5,342,0,35
70.25815534591675,704,163.5,627,0,77
72.26017713546753,1083,189.5,969,0,114
74.26693725585938,1471,194.0,1311,0,160
76.27244329452515,1892,210.5,1692,0,200
78.28582549095154,2356,232.0,2105,0,251
80.28833770751953,3203,423.5,2846,0,357
82.29643130302429,4160,478.5,3695,0,465
84.31114888191223,5187,513.5,4610,0,577
86.31365203857422,6456,634.5,5760,0,696
88.31754803657532,7978,761.0,7122,0,856
90.3331778049469,9623,822.5,8634,0,989
92.33408713340759,11268,822.5,10133,0,1135
