Seconds since Launch,Total Requests,Requests Per Sec,Requests Okay,Requests Relayed,Requests Error
236.75613498687744,530519,3011.0,495593,0,34926
238.75703835487366,536160,2820.5,500846,0,35314
240.7706434726715,542000,2920.0,506323,0,35677
242.7713406085968,547872,2936.0,511789,0,36083
244.77214765548706,553649,2888.5,517199,0,36450
246.78623175621033,559487,2919.0,522653,0,36834
248.791748046875,565355,2934.0,528121,0,37234
250.79676365852356,571273,2959.0,533634,0,37639
252.79758548736572,577002,2864.5,538999,0,38003
254.79807949066162,582810,2904.0,544401,0,38409
256.8031373023987,586453,1821.5,547804,0,38649
258.8088619709015,592384,2965.5,553362,0,39022
260.8098843097687,598273,2944.5,558854,0,39419
262.8098864555359,604088,2907.5,564303,0,39785
264.8110167980194,609881,2896.5,569749,0,40132
266.8124041557312,615772,2945.5,575252,0,40520
268.81288838386536,621490,2859.0,580555,0,40935
270.81298661231995,627178,2844.0,585904,0,41274
272.8131699562073,633048,2935.0,591397,0,41651
274.814302444458,638891,2921.5,596865,0,42026
276.8188154697418,644667,2888.0,602258,0,42409
278.8224003314972,650536,2934.5,607733,0,42803
280.82398319244385,656279,2871.5,613102,0,43177
282.8307201862335,662133,2927.0,618602,0,43531
284.8327901363373,667875,2871.0,623936,0,43939
286.8417491912842,673824,2974.5,629510,0,44314
288.84188318252563,679608,2892.0,634925,0,44683
290.8573794364929,685598,2995.0,640522,0,45076
292.86496448516846,691480,2941.0,646019,0,45461
294.86858320236206,697355,2937.5,651508,0,45847
296.86884903907776,703335,2990.0,657098,0,46237
298.876318693161,709191,2928.0,662541,0,46650
300.89056301116943,714973,2891.0,667946,0,47027
302.89057207107544,720834,2930.5,673436,0,47398
304.8918123245239,726350,2758.0,678622,0,47728
306.89930534362793,731989,2819.5,683882,0,48107
308.9004576206207,737765,2888.0,689271,0,48494
310.9006223678589,743695,2965.0,694796,0,48899
312.9162459373474,749771,3038.0,700479,0,49292
314.91716408729553,755639,2934.0,705944,0,49695
316.9171667098999,761411,2886.0,711324,0,50087
318.93292212486267,767046,2817.5,716543,0,50503
320.94532227516174,771434,2194.0,720646,0,50788
322.9607729911804,777278,2922.0,726123,0,51155
324.9615523815155,782899,2810.5,731388,0,51511
326.9621856212616,788805,2953.0,736877,0,51928
328.9625680446625,794780,2987.5,742476,0,52304
330.9679698944092,800485,2852.5,747769,0,52716
332.98354268074036,806342,2928.5,753197,0,53145
334.9955360889435,812144,2901.0,758621,0,53523
337.010381937027,817978,2917.0,764071,0,53907
339.02219820022583,823777,2899.5,769483,0,54294
341.0255925655365,829604,2913.5,774923,0,54681
343.029736995697,835464,2930.0,780404,0,55060
345.0416865348816,841419,2977.5,785981,0,55438
347.04640102386475,847255,2918.0,791437,0,55818
349.04750776290894,852950,2847.5,796728,0,56222
351.05949783325195,858868,2959.0,802236,0,56632
353.06853461265564,864761,2946.5,807741,0,57020
355.0695207118988,870472,2855.5,813063,0,57409
357.0714020729065,876412,2970.0,818605,0,57807
359.0807433128357,882320,2954.0,824142,0,58178
361.0829360485077,888005,2842.5,829451,0,58554
363.09061074256897,893744,2869.5,834819,0,58925
365.10356283187866,899263,2759.5,839989,0,59274
367.11575841903687,905169,2953.0,845503,0,59666
369.1262135505676,911195,3013.0,851105,0,60090
371.13004446029663,916400,2602.5,855963,0,60437
373.1443598270416,921867,2733.5,861076,0,60791
375.15839886665344,926989,2561.0,865838,0,61151
377.17339038848877,932790,2900.5,871243,0,61547
379.18130707740784,938426,2818.0,876500,0,61926
381.19386291503906,944252,2913.0,881933,0,62319
383.19504284858704,950009,2878.5,887277,0,62732
385.1965012550354,955834,2912.5,892746,0,63088
387.20459747314453,961577,2871.5,898124,0,63453
389.21954011917114,967392,2907.5,903553,0,63839
391.2250277996063,973036,2822.0,908844,0,64192
393.2261848449707,978736,2850.0,914171,0,64565
395.2362427711487,984733,2998.5,919755,0,64978
397.2365918159485,990570,2918.5,925196,0,65374
399.24833822250366,996458,2944.0,930694,0,65764
401.2483563423157,1002263,2902.5,936130,0,66133
403.25772428512573,1008045,2891.0,941533,0,66512
405.2642357349396,1013782,2868.5,946885,0,66897
407.2656273841858,1019560,2889.0,952299,0,67261
